trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
602,False,"{'e': 0.04929167876046215, 'a': 0.2979999999999995}",20,11,18.50566758477693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'e': 0.04904583548701673, 'a': 0.2969999999999995}",20,10,17.300361449172556,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'e': 0.04880121836201296, 'a': 0.2959999999999995}",20,16,9.014023570874013,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'e': 0.048557821270009974, 'a': 0.2949999999999995}",25,7,16.693702528828016,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'e': 0.04831563812606777, 'a': 0.2939999999999995}",20,10,17.16753564148245,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'e': 0.04807466287559518, 'a': 0.2929999999999995}",20,11,15.60228736030017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'e': 0.04783488949419837, 'a': 0.2919999999999995}",30,16,20.152852577486698,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
609,False,"{'e': 0.04759631198753032, 'a': 0.2909999999999995}",25,8,31.5803517985861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'e': 0.04735892439114091, 'a': 0.2899999999999995}",25,12,23.032919808327897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'e': 0.04712272077032791, 'a': 0.2889999999999995}",20,2,26.90983342325294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'e': 0.046887695219988486, 'a': 0.2879999999999995}",35,21,29.57644576161051,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'e': 0.04665384186447163, 'a': 0.2869999999999995}",20,12,14.249053458890288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'e': 0.04642115485743125, 'a': 0.2859999999999995}",30,12,19.01451993335934,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'e': 0.0461896283816801, 'a': 0.2849999999999995}",25,11,25.477459307079517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'e': 0.045959256649044204, 'a': 0.2839999999999995}",20,12,16.043770099105938,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'e': 0.04573003390021825, 'a': 0.2829999999999995}",20,8,23.621001803552765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'e': 0.04550195440462157, 'a': 0.2819999999999995}",20,15,0.7528206766808638,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
619,False,"{'e': 0.045275012460254886, 'a': 0.2809999999999995}",35,27,15.462766531458023,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'e': 0.0450492023935578, 'a': 0.27999999999999947}",25,8,18.25711022849389,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'e': 0.04482451855926687, 'a': 0.27899999999999947}",30,23,16.210575828671686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'e': 0.044600955340274535, 'a': 0.27799999999999947}",25,14,20.90611911845939,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'e': 0.04437850714748865, 'a': 0.27699999999999947}",20,0,23.175828871467587,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
624,False,"{'e': 0.04415716841969286, 'a': 0.27599999999999947}",20,1,29.09120850688706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'e': 0.04393693362340742, 'a': 0.27499999999999947}",25,12,-15.51607354248383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'e': 0.04371779725275094, 'a': 0.27399999999999947}",20,6,-21.249872096492222,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
627,False,"{'e': 0.04349975382930273, 'a': 0.27299999999999947}",25,13,19.9254542732417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'e': 0.043282797901965896, 'a': 0.27199999999999946}",25,3,21.650553411899484,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'e': 0.04306692404683092, 'a': 0.27099999999999946}",30,16,20.561865497423348,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
630,False,"{'e': 0.04285212686704019, 'a': 0.26999999999999946}",25,14,9.606284156714988,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
631,False,"{'e': 0.04263840099265299, 'a': 0.26899999999999946}",20,12,15.73306712041477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'e': 0.042425741080511385, 'a': 0.26799999999999946}",25,11,-8.59615297939492,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
633,False,"{'e': 0.042214141814106466, 'a': 0.26699999999999946}",20,0,27.408160520139138,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
634,False,"{'e': 0.04200359790344555, 'a': 0.26599999999999946}",20,8,24.74548032599702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'e': 0.041794104084919896, 'a': 0.26499999999999946}",20,10,17.540124614511726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'e': 0.04158565512117316, 'a': 0.26399999999999946}",20,6,-18.500213857761874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
637,False,"{'e': 0.04137824580097038, 'a': 0.26299999999999946}",20,14,10.924376865383156,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'e': 0.04117187093906774, 'a': 0.26199999999999946}",25,13,20.57664760480404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'e': 0.040966525376082925, 'a': 0.26099999999999945}",20,8,27.07181485338077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'e': 0.04076220397836621, 'a': 0.25999999999999945}",20,14,12.81491802207602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'e': 0.040558901637871986, 'a': 0.25899999999999945}",30,22,13.744615613481121,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'e': 0.04035661327203115, 'a': 0.25799999999999945}",20,5,26.58810312669688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'e': 0.040155333823624025, 'a': 0.25699999999999945}",25,19,10.9002601539311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'e': 0.039955058260653896, 'a': 0.25599999999999945}",20,10,21.245758260208202,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'e': 0.039755781576221304, 'a': 0.25499999999999945}",20,14,9.324235700857182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'e': 0.039557498788398725, 'a': 0.25399999999999945}",20,12,13.452018181485236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'e': 0.03936020494010615, 'a': 0.25299999999999945}",25,20,7.169635375226971,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'e': 0.039163895098987066, 'a': 0.25199999999999945}",20,15,8.758229618792416,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'e': 0.03896856435728526, 'a': 0.25099999999999945}",20,11,14.83854382414351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'e': 0.03877420783172201, 'a': 0.24999999999999944}",25,0,-2.516462075692514,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
651,False,"{'e': 0.03858082066337404, 'a': 0.24899999999999944}",35,23,21.610222668441022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'e': 0.038388398017552054, 'a': 0.24799999999999944}",20,5,22.589071452018576,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
653,False,"{'e': 0.038196935083679925, 'a': 0.24699999999999944}",30,18,22.55147520464059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'e': 0.038006427075174314, 'a': 0.24599999999999944}",20,6,14.089451299326484,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'e': 0.03781686922932508, 'a': 0.24499999999999944}",25,12,10.409693188775412,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
656,False,"{'e': 0.0376282568071762, 'a': 0.24399999999999944}",25,11,28.391047404259712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'e': 0.03744058509340732, 'a': 0.24299999999999944}",20,2,14.386787504399436,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'e': 0.03725384939621581, 'a': 0.24199999999999944}",25,12,9.592439917100863,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'e': 0.0370680450471995, 'a': 0.24099999999999944}",35,19,20.03217317414537,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
660,False,"{'e': 0.036883167401239994, 'a': 0.23999999999999944}",25,10,25.676718775997177,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'e': 0.03669921183638653, 'a': 0.23899999999999944}",25,7,32.986234050514376,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'e': 0.0365161737537404, 'a': 0.23799999999999943}",25,11,24.139968171569855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'e': 0.036334048577339996, 'a': 0.23699999999999943}",30,11,27.759650309056934,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'e': 0.03615283175404641, 'a': 0.23599999999999943}",25,15,16.70630332410521,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'e': 0.035972518753429654, 'a': 0.23499999999999943}",20,6,15.871572525474074,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
666,False,"{'e': 0.0357931050676553, 'a': 0.23399999999999943}",30,12,33.86257998253825,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'e': 0.03561458621137186, 'a': 0.23299999999999943}",35,18,23.833878916021057,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
668,False,"{'e': 0.03543695772159864, 'a': 0.23199999999999943}",20,9,24.36885690702944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'e': 0.03526021515761412, 'a': 0.23099999999999943}",30,18,19.83724507163984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'e': 0.035084354100845025, 'a': 0.22999999999999943}",25,9,31.916590300269313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'e': 0.03490937015475576, 'a': 0.22899999999999943}",20,14,10.848339827514287,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'e': 0.03473525894473856, 'a': 0.22799999999999943}",20,4,23.944822697138285,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'e': 0.0345620161180041, 'a': 0.22699999999999942}",25,9,26.97984373501214,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'e': 0.03438963734347271, 'a': 0.22599999999999942}",25,16,18.091967424470194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'e': 0.03421811831166603, 'a': 0.22499999999999942}",30,16,21.986647851430096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'e': 0.034047454734599344, 'a': 0.22399999999999942}",25,7,22.371576188998862,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'e': 0.033877642345674315, 'a': 0.22299999999999942}",25,13,22.169624341284965,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'e': 0.033708676899572396, 'a': 0.22199999999999942}",25,18,12.725244241374416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'e': 0.033540554172148636, 'a': 0.22099999999999942}",25,15,17.733326871771748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'e': 0.03337326996032608, 'a': 0.21999999999999942}",30,13,2.829420387457767,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
681,False,"{'e': 0.03320682008199072, 'a': 0.21899999999999942}",20,10,16.813309919329065,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'e': 0.03304120037588693, 'a': 0.21799999999999942}",25,5,34.01743934208031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'e': 0.03287640670151345, 'a': 0.21699999999999942}",25,20,8.865618360220365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'e': 0.03271243493901982, 'a': 0.21599999999999941}",25,3,39.80790773608734,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'e': 0.03254928098910342, 'a': 0.2149999999999994}",20,11,15.43569484499044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'e': 0.03238694077290704, 'a': 0.2139999999999994}",25,13,20.400228183337845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'e': 0.0322254102319168, 'a': 0.2129999999999994}",25,16,17.323753202171513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'e': 0.03206468532786077, 'a': 0.2119999999999994}",25,12,21.59204938699364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'e': 0.03190476204260796, 'a': 0.2109999999999994}",20,14,-30.981842624820203,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
690,False,"{'e': 0.03174563637806794, 'a': 0.2099999999999994}",20,6,23.24829962309627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'e': 0.031587304356090785, 'a': 0.2089999999999994}",20,10,18.64774618137625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'e': 0.03142976201836771, 'a': 0.2079999999999994}",20,13,13.511648722244535,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'e': 0.03127300542633206, 'a': 0.2069999999999994}",20,12,16.058988724580658,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'e': 0.03111703066106086, 'a': 0.2059999999999994}",20,16,6.294323901046853,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'e': 0.030961833823176882, 'a': 0.2049999999999994}",30,19,18.087031875200665,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'e': 0.030807411032751076, 'a': 0.2039999999999994}",20,12,15.13469127578378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'e': 0.030653758429205646, 'a': 0.2029999999999994}",20,10,18.59160513154656,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'e': 0.030500872171217483, 'a': 0.2019999999999994}",20,10,18.26918220263866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'e': 0.030348748436622202, 'a': 0.2009999999999994}",20,16,5.7745054632428126,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'e': 0.0301973834223185, 'a': 0.1999999999999994}",25,20,10.214632629075412,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'e': 0.03004677334417314, 'a': 0.1989999999999994}",20,10,19.73996254419375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'e': 0.029896914436926308, 'a': 0.1979999999999994}",30,12,29.35195820533893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",25,17,13.972271816903802,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",30,0,49.150165996836904,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",25,8,31.184734534970573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",25,11,25.30718238709703,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",25,17,14.143289732518994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",25,7,36.13930235590541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",30,16,31.470848300007535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",20,0,37.13727747339162,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'e': 0, 'a': 0}",25,4,35.92478339464185,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",20,1,30.123079626104197,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
