trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
428,False,"{'e': 0.11765484302177918, 'a': 0.47199999999999964}",25,11,17.489493289657524,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'e': 0.11706803704412637, 'a': 0.47099999999999964}",25,13,7.78383078034553,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'e': 0.11648415777349697, 'a': 0.46999999999999964}",20,13,13.217293203175473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'e': 0.11590319061287874, 'a': 0.46899999999999964}",35,21,13.534227997512623,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'e': 0.11532512103806251, 'a': 0.46799999999999964}",20,8,25.647945251239932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'e': 0.11474993459727875, 'a': 0.46699999999999964}",25,13,2.867281755452397,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
434,False,"{'e': 0.1141776169108365, 'a': 0.46599999999999964}",30,8,-14.78513131715876,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
435,False,"{'e': 0.11360815367076371, 'a': 0.46499999999999964}",25,7,29.58534319801147,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'e': 0.11304153064044985, 'a': 0.46399999999999963}",30,19,19.438175836018964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'e': 0.11247773365428958, 'a': 0.46299999999999963}",20,11,17.89593526562116,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'e': 0.11191674861732888, 'a': 0.46199999999999963}",25,14,19.75163998411849,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'e': 0.11135856150491262, 'a': 0.46099999999999963}",20,12,16.009226986744295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'e': 0.11080315836233387, 'a': 0.45999999999999963}",20,10,19.947882411620114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'e': 0.11025052530448522, 'a': 0.45899999999999963}",20,16,10.234939025716184,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'e': 0.10970064851551141, 'a': 0.45799999999999963}",20,3,8.447902904981492,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
443,False,"{'e': 0.10915351424846406, 'a': 0.45699999999999963}",25,3,2.4850264309860357,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
444,False,"{'e': 0.10860910882495796, 'a': 0.45599999999999963}",20,8,20.38197471498911,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'e': 0.10806741863482926, 'a': 0.4549999999999996}",20,9,10.13186054817438,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'e': 0.10752843013579495, 'a': 0.4539999999999996}",20,4,13.197883517164941,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
447,False,"{'e': 0.10699212985311449, 'a': 0.4529999999999996}",20,6,27.397022424224524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'e': 0.1064585043792528, 'a': 0.4519999999999996}",25,13,20.50826519712562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'e': 0.10592754037354536, 'a': 0.4509999999999996}",25,12,22.908447679943492,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'e': 0.10539922456186433, 'a': 0.4499999999999996}",30,14,-15.521376006262479,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
451,False,"{'e': 0.1048735437362869, 'a': 0.4489999999999996}",30,13,31.374131631217164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'e': 0.104350484754765, 'a': 0.4479999999999996}",25,2,19.34299281777274,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'e': 0.10383003454079692, 'a': 0.4469999999999996}",20,12,16.128020518683705,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'e': 0.1033121800831002, 'a': 0.4459999999999996}",20,5,26.540555986900802,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'e': 0.1027969084352864, 'a': 0.4449999999999996}",20,12,-15.788858479391415,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
456,False,"{'e': 0.10228420671553744, 'a': 0.4439999999999996}",30,21,5.572066394038775,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'e': 0.10177406210628372, 'a': 0.4429999999999996}",25,9,4.882315680413984,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'e': 0.1012664618538834, 'a': 0.4419999999999996}",20,4,-15.80939915013532,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'e': 0.10076139326830373, 'a': 0.4409999999999996}",20,7,-0.06747319103574423,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
460,False,"{'e': 0.1002588437228037, 'a': 0.4399999999999996}",20,8,11.679852295327038,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
461,False,"{'e': 0.09975880065361863, 'a': 0.4389999999999996}",20,5,16.25246183657622,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
462,False,"{'e': 0.09926125155964566, 'a': 0.4379999999999996}",20,3,26.82812339176408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'e': 0.09876618400213154, 'a': 0.4369999999999996}",20,15,7.430799626611749,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'e': 0.09827358560436154, 'a': 0.4359999999999996}",25,0,-9.625455450383285,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
465,False,"{'e': 0.09778344405135005, 'a': 0.4349999999999996}",20,0,32.47634653161646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
466,False,"{'e': 0.09729574708953276, 'a': 0.4339999999999996}",20,3,29.424706136507805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'e': 0.09681048252646021, 'a': 0.4329999999999996}",20,2,22.44394535677907,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
468,False,"{'e': 0.09632763823049303, 'a': 0.4319999999999996}",20,0,30.490194844623737,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'e': 0.09584720213049865, 'a': 0.4309999999999996}",25,14,20.54546293425841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'e': 0.09536916221554961, 'a': 0.4299999999999996}",25,7,17.56395182206361,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'e': 0.09489350653462311, 'a': 0.4289999999999996}",20,15,9.79850875299075,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'e': 0.09442022319630235, 'a': 0.4279999999999996}",25,7,32.089660302230556,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'e': 0.09394930036847918, 'a': 0.4269999999999996}",20,16,6.952809610674634,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'e': 0.09348072627805847, 'a': 0.4259999999999996}",25,10,4.4977552316206255,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
475,False,"{'e': 0.09301448921066349, 'a': 0.4249999999999996}",20,7,26.36633989640407,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'e': 0.09255057751034329, 'a': 0.4239999999999996}",20,10,20.281452104901792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'e': 0.09208897957928115, 'a': 0.4229999999999996}",25,13,23.449280618459394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'e': 0.09162968387750484, 'a': 0.4219999999999996}",25,15,9.791371856600609,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
479,False,"{'e': 0.09117267892259785, 'a': 0.4209999999999996}",25,1,-27.138509860834166,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 1}",1
480,False,"{'e': 0.09071795328941251, 'a': 0.4199999999999996}",30,16,29.486175396061796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'e': 0.09026549560978427, 'a': 0.4189999999999996}",20,12,14.819904234027307,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'e': 0.08981529457224763, 'a': 0.4179999999999996}",25,3,11.744748266916144,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
483,False,"{'e': 0.08936733892175319, 'a': 0.4169999999999996}",20,12,-1.6800697905226993,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
484,False,"{'e': 0.08892161745938634, 'a': 0.4159999999999996}",20,8,-1.1246789922921256,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
485,False,"{'e': 0.08847811904208727, 'a': 0.4149999999999996}",25,11,-6.043459736143085,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
486,False,"{'e': 0.08803683258237255, 'a': 0.4139999999999996}",25,11,25.133452006197334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'e': 0.08759774704805763, 'a': 0.4129999999999996}",20,0,23.406424855768964,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'e': 0.0871608514619813, 'a': 0.4119999999999996}",20,16,6.093481279494738,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'e': 0.08672613490173114, 'a': 0.4109999999999996}",25,15,21.250428585250248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'e': 0.0862935864993705, 'a': 0.4099999999999996}",20,4,23.671787353678347,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'e': 0.08586319544116683, 'a': 0.4089999999999996}",25,20,10.800465590664427,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'e': 0.08543495096732123, 'a': 0.4079999999999996}",20,14,-30.43507945157931,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
493,False,"{'e': 0.08500884237169956, 'a': 0.4069999999999996}",25,12,22.847549332464705,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'e': 0.08458485900156469, 'a': 0.4059999999999996}",25,0,30.457986994642305,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
495,False,"{'e': 0.08416299025731036, 'a': 0.4049999999999996}",20,11,12.7781539977684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'e': 0.08374322559219596, 'a': 0.4039999999999996}",25,4,-13.343053980708092,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
497,False,"{'e': 0.083325554512083, 'a': 0.4029999999999996}",30,15,22.30016823868535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'e': 0.08290996657517266, 'a': 0.4019999999999996}",20,11,17.423888594345293,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'e': 0.08249645139174498, 'a': 0.4009999999999996}",20,13,13.964694313768616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'e': 0.0820849986238988, 'a': 0.3999999999999996}",30,0,6.98995224644241,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",1
501,False,"{'e': 0.08167559798529346, 'a': 0.3989999999999996}",25,19,11.950547195342478,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'e': 0.08126823924089167, 'a': 0.3979999999999996}",20,15,11.804380817172047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'e': 0.08086291220670366, 'a': 0.3969999999999996}",25,12,22.40547906912433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'e': 0.08045960674953244, 'a': 0.3959999999999996}",30,8,27.02305232539979,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'e': 0.08005831278672054, 'a': 0.3949999999999996}",25,11,26.581635238241113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'e': 0.07965902028589801, 'a': 0.3939999999999996}",25,13,7.349430703764447,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'e': 0.07926171926473155, 'a': 0.39299999999999957}",25,11,28.572750759279185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'e': 0.07886639979067495, 'a': 0.39199999999999957}",20,16,6.904229476183027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'e': 0.07847305198072073, 'a': 0.39099999999999957}",35,20,2.3508482245258926,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
510,False,"{'e': 0.07808166600115313, 'a': 0.38999999999999957}",20,8,23.012640541480913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'e': 0.07769223206730236, 'a': 0.38899999999999957}",25,16,15.989014387995347,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'e': 0.07730474044329974, 'a': 0.38799999999999957}",20,13,13.340843459341674,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'e': 0.0769191814418345, 'a': 0.38699999999999957}",25,1,-68.28976883405188,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
514,False,"{'e': 0.07653554542391151, 'a': 0.38599999999999957}",25,20,8.379299422007211,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'e': 0.07615382279861033, 'a': 0.38499999999999956}",25,0,29.52117297116932,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
516,False,"{'e': 0.07577400402284548, 'a': 0.38399999999999956}",30,13,27.238247723802097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'e': 0.07539607960112776, 'a': 0.38299999999999956}",20,7,11.842452678088026,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'e': 0.07502004008532698, 'a': 0.38199999999999956}",25,12,23.98124341907193,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'e': 0.07464587607443557, 'a': 0.38099999999999956}",25,5,29.020092391099794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'e': 0.07427357821433388, 'a': 0.37999999999999956}",30,12,26.78002433548188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'e': 0.07390313719755595, 'a': 0.37899999999999956}",30,0,22.373136072095328,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
522,False,"{'e': 0.0735345437630571, 'a': 0.37799999999999956}",20,15,9.826532391201194,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'e': 0.07316778869598221, 'a': 0.37699999999999956}",20,8,21.9405210881522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'e': 0.07280286282743559, 'a': 0.37599999999999956}",25,8,15.48962562690903,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
525,False,"{'e': 0.07243975703425146, 'a': 0.37499999999999956}",20,6,11.927554012661021,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'e': 0.0720784622387661, 'a': 0.37399999999999956}",30,17,13.083007718029355,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'e': 0.07171896940859077, 'a': 0.37299999999999955}",20,10,16.338742379329997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'e': 0.07136126955638605, 'a': 0.37199999999999955}",25,12,23.558005599054816,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'e': 0.07100535373963698, 'a': 0.37099999999999955}",25,20,11.483878753974517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'e': 0.0706512130604296, 'a': 0.36999999999999955}",25,8,21.635984781396058,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
531,False,"{'e': 0.07029883866522844, 'a': 0.36899999999999955}",25,5,34.141482796924194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'e': 0.06994822174465536, 'a': 0.36799999999999955}",20,15,10.518705590545324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'e': 0.06959935353326901, 'a': 0.36699999999999955}",20,9,20.30982909661459,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'e': 0.069252225309346, 'a': 0.36599999999999955}",25,8,27.011818257631166,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'e': 0.06890682839466256, 'a': 0.36499999999999955}",20,0,0.03004549779597321,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
536,False,"{'e': 0.06856315415427791, 'a': 0.36399999999999955}",20,4,22.504025180871505,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'e': 0.06822119399631812, 'a': 0.36299999999999955}",20,2,25.58492242751824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'e': 0.06788093937176144, 'a': 0.36199999999999954}",20,6,25.12634766750814,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'e': 0.06754238177422452, 'a': 0.36099999999999954}",25,17,11.205481002589215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'e': 0.06720551273974976, 'a': 0.35999999999999954}",20,14,9.249243712646313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'e': 0.0668703238465938, 'a': 0.35899999999999954}",25,13,12.602330205222497,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'e': 0.06653680671501686, 'a': 0.35799999999999954}",30,16,-19.593253357425258,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
543,False,"{'e': 0.06620495300707324, 'a': 0.35699999999999954}",25,15,13.584488968595231,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'e': 0.06587475442640295, 'a': 0.35599999999999954}",25,16,18.852254588144582,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'e': 0.06554620271802433, 'a': 0.35499999999999954}",25,15,22.362578146489916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'e': 0.06521928966812753, 'a': 0.35399999999999954}",30,12,30.453876935125287,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'e': 0.06489400710386926, 'a': 0.35299999999999954}",25,11,-11.63108822558105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
548,False,"{'e': 0.06457034689316847, 'a': 0.35199999999999954}",30,15,26.410742468498565,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'e': 0.06424830094450308, 'a': 0.35099999999999953}",25,11,28.18061263860511,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'e': 0.06392786120670757, 'a': 0.34999999999999953}",20,9,19.022105570528108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'e': 0.0636090196687718, 'a': 0.34899999999999953}",20,0,35.26187404598205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
552,False,"{'e': 0.0632917683596407, 'a': 0.34799999999999953}",30,17,25.116850113837394,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'e': 0.06297609934801507, 'a': 0.34699999999999953}",25,12,-18.470240967299556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
554,False,"{'e': 0.06266200474215315, 'a': 0.34599999999999953}",20,14,11.636459905169827,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'e': 0.06234947668967343, 'a': 0.34499999999999953}",25,18,14.348721769217542,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'e': 0.06203850737735829, 'a': 0.34399999999999953}",20,11,15.803145184067722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'e': 0.06172908903095879, 'a': 0.3429999999999995}",30,16,-15.769248046171647,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
558,False,"{'e': 0.06142121391500013, 'a': 0.3419999999999995}",20,11,-6.839615076324869,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
559,False,"{'e': 0.06111487433258836, 'a': 0.3409999999999995}",20,0,33.67131180967856,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'e': 0.06081006262521795, 'a': 0.3399999999999995}",20,7,20.48369734224058,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'e': 0.06050677117258039, 'a': 0.3389999999999995}",20,9,19.75792507074003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'e': 0.06020499239237354, 'a': 0.3379999999999995}",20,0,25.8379294193869,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
563,False,"{'e': 0.05990471874011218, 'a': 0.3369999999999995}",30,3,10.458247455203965,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
564,False,"{'e': 0.05960594270893937, 'a': 0.3359999999999995}",25,15,-22.66222297663263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
565,False,"{'e': 0.05930865682943872, 'a': 0.3349999999999995}",25,16,18.574329174591156,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'e': 0.05901285366944784, 'a': 0.3339999999999995}",20,12,13.570357809059459,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'e': 0.058718525833872284, 'a': 0.3329999999999995}",20,12,15.437247057529886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'e': 0.05842566596450083, 'a': 0.3319999999999995}",25,0,23.150778077905862,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
569,False,"{'e': 0.058134266739821465, 'a': 0.3309999999999995}",35,21,28.05754118262791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'e': 0.057844320874838456, 'a': 0.3299999999999995}",25,12,12.419269002870944,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'e': 0.05755582112089005, 'a': 0.3289999999999995}",25,6,31.538505145469056,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'e': 0.05726876026546736, 'a': 0.3279999999999995}",25,8,30.454271125974042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'e': 0.056983131132034036, 'a': 0.3269999999999995}",20,9,18.955814124296488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'e': 0.0566989265798469, 'a': 0.3259999999999995}",20,16,7.986748841904752,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'e': 0.05641613950377735, 'a': 0.3249999999999995}",20,7,19.19581303725285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'e': 0.056134762834133725, 'a': 0.3239999999999995}",25,14,4.245233129557354,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
577,False,"{'e': 0.05585478953648462, 'a': 0.3229999999999995}",35,17,33.09769369635006,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'e': 0.05557621261148306, 'a': 0.3219999999999995}",20,2,28.6484642865153,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'e': 0.05529902509469138, 'a': 0.3209999999999995}",20,13,15.999126836865553,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'e': 0.05502322005640723, 'a': 0.3199999999999995}",20,12,18.29722552893934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'e': 0.054748790601490266, 'a': 0.3189999999999995}",35,17,16.809034080212783,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
582,False,"{'e': 0.05447572986918986, 'a': 0.3179999999999995}",30,14,29.093983585849674,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'e': 0.054204031032973464, 'a': 0.3169999999999995}",25,0,43.07209269697461,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'e': 0.05393368730035602, 'a': 0.3159999999999995}",25,16,17.913724433952815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'e': 0.05366469191273011, 'a': 0.3149999999999995}",20,16,7.665518340080118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'e': 0.053397038145197084, 'a': 0.3139999999999995}",30,21,21.1002793098745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'e': 0.05313071930639878, 'a': 0.3129999999999995}",25,8,26.745761558616085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'e': 0.05286572873835037, 'a': 0.3119999999999995}",20,10,0.6954469950003084,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
589,False,"{'e': 0.05260205981627384, 'a': 0.3109999999999995}",25,0,38.28216483325911,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
590,False,"{'e': 0.05233970594843238, 'a': 0.3099999999999995}",25,9,30.095602692343057,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'e': 0.05207866057596569, 'a': 0.3089999999999995}",25,12,16.51944908811649,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
592,False,"{'e': 0.05181891717272583, 'a': 0.3079999999999995}",25,13,22.812221491229657,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'e': 0.0515604692451142, 'a': 0.3069999999999995}",20,7,23.227394378403673,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'e': 0.05130331033191911, 'a': 0.3059999999999995}",30,12,25.74809692027347,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'e': 0.051047434004154395, 'a': 0.3049999999999995}",20,9,19.71150146978686,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'e': 0.0507928338648985, 'a': 0.3039999999999995}",20,2,30.49191268138471,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'e': 0.050539503549134696, 'a': 0.3029999999999995}",25,20,11.627704019594107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'e': 0.050287436723591865, 'a': 0.3019999999999995}",35,22,27.764639527629345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'e': 0.05003662708658628, 'a': 0.3009999999999995}",25,12,22.622646288454888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'e': 0.049787068367863944, 'a': 0.2999999999999995}",35,16,35.34956827662598,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'e': 0.04953875432844388, 'a': 0.2989999999999995}",20,11,16.287301360892013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
